"","X","months_as_customer","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital_gains","capital_loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","vehicle_claim","auto_make","auto_model","fraud_reported","z_of_months_as_customer"
"353",353,65,"IN","100/300",500,1285.03,3000000,"1","High School","craft-repair","camping","unmarried",0,-41500,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","VA",1,"NO",1,3,NA,36540,"Honda","CRV",0,-1.20710770674406
"354",354,475,"OH","100/300",500,1216.56,0,"2","Masters","adm-clerical","skydiving","own-child",67400,-83200,"Single Vehicle Collision","Front Collision","Minor Damage","Police","SC",1,NA,0,2,"NO",58500,"Suburu","Forrestor",0,2.35460451287585
"355",355,77,"IN","500/1000",2000,966.26,0,"1","High School","adm-clerical","base-jumping","own-child",56400,-32800,"Multi-vehicle Collision","Front Collision","Minor Damage","Ambulance","NY",3,"YES",0,0,NA,53760,"Volkswagen","Passat",0,-1.10286247104787
"356",356,256,"OH","100/300",500,1203.17,0,"1","MD","prof-specialty","golf","unmarried",56700,-65600,"Single Vehicle Collision","Rear Collision","Total Loss","Fire","WV",1,"NO",0,0,NA,46000,"Nissan","Ultima",0,0.452128961420337
"357",357,229,"IL","250/500",2000,1212.12,0,"1","MD","craft-repair","paintball","not-in-family",65600,0,"Multi-vehicle Collision","Side Collision","Major Damage","Other","WV",3,"YES",1,1,"YES",51570,"Ford","Fusion",0,0.217577181103903
"358",358,110,"OH","250/500",1000,1573.93,0,"2","College","other-service","movies","other-relative",30400,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","NY",3,"YES",0,2,NA,43360,"Suburu","Impreza",0,-0.816188072883341
"359",359,177,"IL","100/300",1000,1609.67,0,"2","College","adm-clerical","yachting","wife",0,-13200,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","SC",1,NA,1,3,NA,48300,"Jeep","Grand Cherokee",1,-0.234152173579598
"360",360,292,"OH","500/1000",500,1097.57,0,"2","PhD","priv-house-serv","basketball","unmarried",0,0,"Single Vehicle Collision","Side Collision","Total Loss","Other","SC",1,"NO",1,0,"YES",49360,"Saab","93",0,0.764864668508915
"361",361,451,"IN","250/500",2000,1618.65,2000000,"1","Associate","transport-moving","polo","unmarried",0,-42600,"Multi-vehicle Collision","Rear Collision","Major Damage","Ambulance","OH",3,"YES",2,1,"YES",54670,"Chevrolet","Tahoe",1,2.14611404148347
"362",362,61,"IN","100/300",500,922.67,0,"1","College","priv-house-serv","paintball","other-relative",47400,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Ambulance","SC",3,"YES",2,1,NA,46800,"Toyota","Highlander",1,-1.24185611864279
"363",363,150,"IN","100/300",1000,1342.02,0,"2","MD","prof-specialty","polo","own-child",0,0,"Parked Car",NA,"Trivial Damage","None","VA",1,"YES",0,2,"NO",3600,"Saab","93",0,-0.468703953896032
"364",364,283,"OH","100/300",500,1195.01,0,"1","Associate","sales","reading","own-child",60700,-54300,"Multi-vehicle Collision","Side Collision","Major Damage","Other","WV",3,"NO",0,2,NA,36600,"Mercedes","ML350",1,0.686680741736771
"365",365,291,"OH","500/1000",1000,994.74,0,"1","High School","adm-clerical","polo","own-child",0,-55300,"Parked Car",NA,"Minor Damage","Police","SC",1,"NO",2,2,"YES",4340,"Volkswagen","Passat",1,0.756177565534232
"366",366,162,"IN","100/300",1000,1050.24,0,"1","Masters","adm-clerical","chess","wife",30700,0,"Parked Car",NA,"Minor Damage","None","NC",1,NA,0,0,"NO",2520,"BMW","X5",1,-0.364458718199839
"367",367,154,"IL","250/500",2000,1313.51,7000000,"1","Masters","exec-managerial","dancing","own-child",68500,0,"Vehicle Theft",NA,"Trivial Damage","None","SC",1,NA,2,0,NA,2240,"Volkswagen","Passat",0,-0.433955541997301
"368",368,289,"OH","500/1000",2000,1102.29,0,"1","Associate","adm-clerical","hiking","own-child",73000,-37900,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","VA",1,"NO",1,0,"YES",42000,"Toyota","Highlander",0,0.738803359584867
"369",369,10,"IN","250/500",1000,1185.78,0,"1","JD","craft-repair","yachting","wife",0,-60700,"Single Vehicle Collision","Side Collision","Minor Damage","Police","NC",1,NA,0,2,NA,35600,"Accura","TL",1,-1.68489837035161
"370",370,309,"IL","500/1000",500,1527.95,0,"2","PhD","exec-managerial","hiking","other-relative",69400,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","WV",4,"YES",0,1,NA,46680,"Dodge","RAM",0,0.912545419078521
"371",371,396,"IN","100/300",1000,1366.39,0,"2","High School","protective-serv","exercise","other-relative",0,-22400,"Multi-vehicle Collision","Front Collision","Major Damage","Other","NC",3,"YES",2,1,"NO",35040,"Saab","93",0,1.66832337787592
"372",372,273,"OH","500/1000",1000,1403.9,0,"1","PhD","farming-fishing","dancing","own-child",0,0,"Multi-vehicle Collision","Side Collision","Total Loss","Police","VA",2,NA,1,2,"YES",32080,"Honda","Accord",0,0.599809711989943
"373",373,129,"IL","500/1000",2000,927.23,0,"1","PhD","sales","video-games","husband",51500,0,"Single Vehicle Collision","Front Collision","Total Loss","Other","SC",1,"NO",1,3,NA,54080,"Suburu","Forrestor",0,-0.651133116364369
"374",374,140,"OH","250/500",2000,1554.86,6000000,"1","JD","armed-forces","base-jumping","wife",59000,0,"Parked Car",NA,"Minor Damage","None","WV",1,"YES",1,2,NA,4760,"Honda","Civic",1,-0.555574983642859
"375",375,419,"IL","500/1000",2000,736.07,6000000,"2","College","transport-moving","chess","unmarried",45700,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","SC",4,NA,0,0,"YES",46710,"Suburu","Forrestor",0,1.86812674629362
"376",376,315,"IL","250/500",1000,974.16,6000000,"1","Masters","sales","reading","other-relative",0,-56800,"Multi-vehicle Collision","Front Collision","Total Loss","Other","NY",3,NA,1,0,"YES",17010,"Volkswagen","Jetta",0,0.964668036926618
"377",377,72,"OH","500/1000",500,973.8,0,"1","Associate","craft-repair","exercise","own-child",0,-85900,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","WV",1,NA,1,0,"NO",52960,"Dodge","Neon",0,-1.14629798592128
"378",378,32,"OH","100/300",2000,1260.32,6000000,"2","JD","other-service","polo","not-in-family",0,-79800,"Single Vehicle Collision","Side Collision","Total Loss","Fire","VA",1,NA,1,2,NA,31850,"Toyota","Corolla",0,-1.49378210490859
"379",379,230,"IN","100/300",1000,1464.03,0,"2","JD","transport-moving","sleeping","own-child",0,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Ambulance","NY",3,NA,2,0,NA,44200,"Audi","A3",0,0.226264284078586
"380",380,157,"OH","100/300",2000,617.11,0,"2","College","other-service","reading","other-relative",0,-54100,"Multi-vehicle Collision","Front Collision","Major Damage","Other","VA",3,NA,1,2,"NO",35560,"Mercedes","E400",1,-0.407894233073253
"381",381,265,"IN","250/500",2000,1724.46,6000000,"1","Associate","craft-repair","sleeping","own-child",81800,0,"Multi-vehicle Collision","Side Collision","Total Loss","Police","SC",3,NA,1,3,NA,35360,"Audi","A5",0,0.530312888192482
"382",382,47,"IL","500/1000",500,1161.31,0,"1","PhD","exec-managerial","base-jumping","other-relative",64800,-24300,"Single Vehicle Collision","Front Collision","Minor Damage","Police","SC",1,"YES",1,3,NA,45760,"Chevrolet","Malibu",0,-1.36347556028835
"383",383,113,"OH","250/500",2000,1091.73,0,"2","PhD","exec-managerial","golf","not-in-family",36100,-42300,"Multi-vehicle Collision","Rear Collision","Minor Damage","Other","NY",3,NA,0,2,"YES",38850,"Nissan","Ultima",1,-0.790126763959293
"384",384,289,"IL","250/500",2000,1209.07,0,"2","JD","armed-forces","chess","unmarried",0,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","NC",1,"YES",0,1,"YES",43890,"BMW","3 Series",1,0.738803359584867
"385",385,254,"IL","250/500",2000,1241.04,0,"1","Masters","protective-serv","board-games","own-child",0,0,"Single Vehicle Collision","Front Collision","Minor Damage","Police","NY",1,"NO",2,2,"YES",63770,"Audi","A5",0,0.434754755470972
"386",386,115,"OH","500/1000",500,1757.21,0,"2","High School","prof-specialty","base-jumping","wife",46400,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","NY",3,"NO",1,0,"YES",38220,"Ford","F150",0,-0.772752558009927
"387",387,236,"OH","250/500",1000,802.24,0,"1","College","other-service","paintball","not-in-family",0,-62500,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","WV",1,"NO",0,1,NA,44560,"Mercedes","E400",0,0.278386901926683
"388",388,7,"IN","500/1000",1000,1342.72,0,"2","Associate","machine-op-inspct","camping","wife",0,-45300,"Single Vehicle Collision","Front Collision","Total Loss","Other","NY",1,NA,1,2,NA,48580,"Honda","Accord",0,-1.71095967927566
"389",389,208,"OH","100/300",2000,1209.41,5000000,"2","JD","machine-op-inspct","base-jumping","wife",0,0,"Multi-vehicle Collision","Side Collision","Total Loss","Other","NY",3,"YES",0,1,NA,39970,"Nissan","Ultima",0,0.0351480186355662
"390",390,126,"OH","500/1000",1000,1141.71,2000000,"1","JD","priv-house-serv","sleeping","own-child",36700,-73400,"Single Vehicle Collision","Front Collision","Major Damage","Ambulance","WV",1,"YES",1,2,NA,40620,"Suburu","Legacy",0,-0.677194425288417
"391",391,48,"IL","100/300",500,1090.03,0,"1","JD","exec-managerial","golf","unmarried",0,-51000,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","WV",1,"YES",0,2,"NO",33880,"Saab","92x",0,-1.35478845731367
"392",392,297,"IN","250/500",1000,1464.73,3000000,"2","PhD","exec-managerial","golf","other-relative",54900,-36700,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","NY",3,NA,0,0,"NO",40040,"Toyota","Highlander",0,0.808300183382329
"393",393,160,"OH","100/300",1000,1118.58,0,"1","High School","prof-specialty","board-games","husband",0,-36600,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","NY",3,"NO",2,1,"NO",36190,"Saab","95",0,-0.381832924149205
"394",394,406,"OH","250/500",2000,1117.04,0,"2","MD","exec-managerial","video-games","own-child",0,-42700,"Multi-vehicle Collision","Front Collision","Total Loss","Other","WV",3,NA,1,2,NA,49140,"Volkswagen","Jetta",0,1.75519440762275
"395",395,157,"IN","500/1000",500,1257.83,7000000,"2","High School","farming-fishing","reading","own-child",40700,-41600,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","OH",4,"NO",2,2,"NO",33390,"Accura","TL",1,-0.407894233073253
"396",396,146,"OH","250/500",2000,1082.72,0,"1","PhD","machine-op-inspct","video-games","not-in-family",61400,-57500,"Vehicle Theft",NA,"Minor Damage","None","SC",1,"YES",2,0,"NO",4060,"Accura","MDX",0,-0.503452365794763
"397",397,409,"IN","100/300",1000,1191.8,6000000,"2","High School","protective-serv","exercise","unmarried",55600,0,"Single Vehicle Collision","Side Collision","Major Damage","Other","NY",1,"NO",1,0,NA,54990,"Ford","Fusion",0,1.78125571654679
"398",398,252,"IN","100/300",1000,1242.02,0,"2","Masters","adm-clerical","dancing","wife",0,-28800,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","VA",1,"YES",0,2,"YES",52430,"Jeep","Grand Cherokee",0,0.417380549521606
"399",399,6,"OH","250/500",500,1075.71,0,"1","High School","prof-specialty","dancing","unmarried",0,-47400,"Vehicle Theft",NA,"Trivial Damage","Police","WV",1,NA,0,1,"YES",2320,"Saab","95",0,-1.71964678225034
"400",400,103,"IN","100/300",1000,969.88,6000000,"2","MD","armed-forces","exercise","own-child",0,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","NY",1,"NO",1,0,"YES",57690,"Chevrolet","Malibu",0,-0.87699779370612
"401",401,369,"OH","250/500",2000,1459.93,0,"1","Masters","priv-house-serv","video-games","not-in-family",0,0,"Multi-vehicle Collision","Front Collision","Total Loss","Police","WV",2,"YES",1,3,"NO",56720,"Jeep","Wrangler",0,1.43377159755949
"402",402,261,"IL","500/1000",1000,1245.61,0,"2","MD","transport-moving","base-jumping","own-child",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","NY",1,"YES",1,0,NA,41310,"Ford","Escape",0,0.495564476293751
"403",403,159,"IN","100/300",2000,1462.76,0,"1","College","craft-repair","skydiving","husband",69200,-36900,"Multi-vehicle Collision","Rear Collision","Major Damage","Ambulance","NY",3,"YES",2,0,"NO",32640,"Mercedes","C300",1,-0.390520027123887
"404",404,344,"IN","100/300",2000,1398.46,0,"2","Associate","sales","skydiving","other-relative",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Ambulance","NC",1,NA,0,2,"NO",60240,"Audi","A5",0,1.21659402319242
"405",405,437,"OH","500/1000",1000,1269.64,0,"1","College","armed-forces","cross-fit","unmarried",48800,0,"Single Vehicle Collision","Front Collision","Minor Damage","Other","SC",1,"NO",1,3,"NO",61440,"Chevrolet","Silverado",1,2.02449459983791
"406",406,65,"IN","100/300",500,1455.65,4000000,"1","College","transport-moving","skydiving","wife",0,-66300,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","WV",3,NA,2,3,"NO",55860,"Honda","Civic",0,-1.20710770674406
"407",407,280,"OH","500/1000",2000,1140.31,0,"2","MD","adm-clerical","exercise","husband",29300,-64700,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","WV",3,NA,0,3,"YES",33740,"Toyota","Corolla",0,0.660619432812723
"408",408,269,"IN","500/1000",500,1330.46,0,"1","High School","machine-op-inspct","sleeping","wife",54800,-64100,"Multi-vehicle Collision","Side Collision","Total Loss","Police","VA",3,NA,0,0,"NO",17600,"Suburu","Forrestor",0,0.565061300091212
"409",409,275,"OH","250/500",2000,1190.6,0,"2","Masters","exec-managerial","camping","unmarried",0,-45300,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","OH",1,NA,1,3,"YES",27510,"Chevrolet","Silverado",0,0.617183917939309
"410",410,265,"OH","250/500",500,972.5,0,"1","College","exec-managerial","cross-fit","unmarried",0,0,"Vehicle Theft",NA,"Trivial Damage","None","NC",1,"NO",2,3,"NO",2320,"Ford","Escape",0,0.530312888192482
"411",411,283,"IN","100/300",2000,1161.91,0,"1","Associate","adm-clerical","polo","not-in-family",0,-50400,"Parked Car",NA,"Minor Damage","None","WV",1,NA,0,3,"NO",3900,"BMW","M5",0,0.686680741736771
"412",412,84,"OH","250/500",1000,1117.17,0,"1","High School","machine-op-inspct","video-games","not-in-family",0,-29900,"Parked Car",NA,"Trivial Damage","Police","SC",1,"YES",2,0,"YES",4960,"BMW","3 Series",0,-1.04205275022509
"413",413,247,"OH","250/500",2000,1101.51,0,"1","College","farming-fishing","camping","not-in-family",64000,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","NY",3,"NO",2,2,"NO",46320,"Chevrolet","Tahoe",0,0.373945034648193
"414",414,56,"IL","100/300",1000,1523.17,0,"2","Masters","prof-specialty","movies","own-child",0,0,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","PA",3,NA,1,2,"YES",70920,"Jeep","Grand Cherokee",0,-1.28529163351621
"415",415,210,"OH","500/1000",1000,984.45,0,"2","Associate","armed-forces","paintball","unmarried",0,0,"Vehicle Theft",NA,"Minor Damage","None","NC",1,"YES",1,2,NA,6240,"Dodge","RAM",0,0.0525222245849317
"416",416,108,"OH","500/1000",2000,1257,4000000,"1","High School","machine-op-inspct","basketball","unmarried",63900,-43700,"Single Vehicle Collision","Front Collision","Total Loss","Other","WV",1,"NO",1,3,"NO",44560,"Suburu","Legacy",0,-0.833562278832706
"417",417,328,"OH","500/1000",500,1434.51,0,"1","Masters","transport-moving","bungie-jumping","wife",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","NY",1,NA,0,2,"YES",53580,"Mercedes","ML350",0,1.07760037559749
"418",418,186,"OH","250/500",2000,1628,0,"1","JD","priv-house-serv","exercise","unmarried",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","NY",1,"YES",1,2,"YES",38920,"Jeep","Grand Cherokee",0,-0.155968246807454
"419",419,277,"IN","500/1000",500,1412.31,0,"2","High School","priv-house-serv","board-games","unmarried",0,0,"Vehicle Theft",NA,"Trivial Damage","Police","NC",1,"NO",1,3,"NO",3500,"Jeep","Wrangler",0,0.634558123888674
"420",420,138,"IL","250/500",500,1362.87,5000000,"1","JD","exec-managerial","paintball","own-child",56900,-56900,"Single Vehicle Collision","Side Collision","Minor Damage","Other","NY",1,"NO",2,0,NA,66330,"BMW","X5",0,-0.572949189592225
"421",421,208,"IN","100/300",1000,1134.68,0,"1","College","tech-support","chess","husband",0,0,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","SC",1,"NO",2,2,NA,48510,"Volkswagen","Jetta",0,0.0351480186355662
"422",422,147,"IN","250/500",1000,1306.78,0,"2","MD","prof-specialty","video-games","other-relative",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","SC",1,NA,1,0,"NO",47320,"Toyota","Camry",0,-0.49476526282008
"423",423,8,"IN","500/1000",500,1021.9,0,"2","High School","handlers-cleaners","hiking","husband",0,0,"Single Vehicle Collision","Front Collision","Major Damage","Other","WV",1,NA,0,0,NA,63180,"Toyota","Corolla",0,-1.70227257630098
"424",424,297,"IN","100/300",1000,1538.6,0,"1","MD","other-service","kayaking","wife",0,-54700,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","SC",1,NA,0,0,NA,42420,"Ford","Fusion",0,0.808300183382329
"425",425,150,"IN","500/1000",1000,1354.5,0,"2","Masters","machine-op-inspct","base-jumping","husband",52800,0,"Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NY",3,NA,0,3,"YES",45360,"Suburu","Forrestor",1,-0.468703953896032
"426",426,4,"OH","500/1000",500,1282.93,0,"1","College","exec-managerial","basketball","other-relative",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Police","WV",4,NA,0,0,NA,48640,"Chevrolet","Silverado",1,-1.73702098819971
"427",427,210,"IL","500/1000",1000,1346.27,0,"2","Masters","farming-fishing","cross-fit","not-in-family",44900,-91400,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","WV",1,"NO",0,2,NA,46560,"BMW","X5",0,0.0525222245849317
"428",428,91,"IN","100/300",1000,1338.4,4000000,"1","High School","priv-house-serv","polo","own-child",63600,0,"Single Vehicle Collision","Side Collision","Minor Damage","Police","NC",1,NA,1,0,"NO",47110,"Nissan","Maxima",0,-0.981243029402313
"429",429,167,"IL","100/300",1000,949.44,0,"1","Masters","exec-managerial","camping","other-relative",0,-38400,"Multi-vehicle Collision","Rear Collision","Major Damage","Ambulance","NC",3,NA,0,0,"NO",52260,"Mercedes","ML350",1,-0.321023203326425
"430",430,467,"IN","500/1000",2000,977.4,0,"2","Masters","transport-moving","bungie-jumping","own-child",82200,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","NY",1,"YES",2,3,"NO",38990,"Nissan","Maxima",0,2.28510768907839
"431",431,264,"IN","250/500",2000,1181.46,10000000,"1","JD","transport-moving","sleeping","other-relative",0,-67400,"Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","OH",4,"YES",1,2,"YES",51030,"Dodge","Neon",0,0.521625785217799
"432",432,270,"OH","500/1000",500,1187.53,0,"1","PhD","priv-house-serv","yachting","not-in-family",83200,-53300,"Multi-vehicle Collision","Side Collision","Total Loss","Other","VA",3,NA,0,0,"YES",44460,"Saab","92x",0,0.573748403065895
